tree_species,region,county,soil_type,rainfall_mm,temperature_c,altitude_m,soil_ph,planting_season,planting_method,care_level,water_source,tree_age_months,survival_probability,survived
Bamboo,Nyanza,Kitui,Red Soil,961.3833114877127,20.972410170904865,2029.4079182962435,6.42663364956665,Transition,Seedling,Medium,Borehole,115,0.95,1
Cedar,Nyanza,Kakamega,Sandy,1695.2073518981224,21.259571839192724,2048.079144919596,7.205187886063559,Dry,Cutting,High,Borehole,57,0.95,1
Eucalyptus,Eastern,Nairobi,Red Soil,907.6402478066726,21.012666122035373,2147.140145211928,6.639818814208626,Transition,Seedling,Low,Irrigation,59,0.95,1
Grevillea,Eastern,Turkana,Black Cotton,598.7814747577584,26.336307738372366,980.648180444517,6.7907738061370395,Wet,Cutting,Medium,Irrigation,43,0.95,1
Pine,Nyanza,Kiambu,Sandy,1127.157182659094,22.9302930783475,1655.3475110320608,6.323146768193198,Wet,Cutting,Low,Irrigation,81,0.95,1
Acacia,Coast,Garissa,Loam,795.5782598983828,18.21947497544457,1903.1304346021532,6.144103761564011,Dry,Direct Seeding,High,Irrigation,109,0.95,0
Wattle,North Eastern,Turkana,Red Soil,1116.5768819000612,18.72146288300273,1699.2309221869757,6.159320114112031,Wet,Seedling,Medium,Irrigation,3,0.95,1
Indigenous Mix,Eastern,Machakos,Sandy,204.960260188318,29.13443830760975,1403.040331719817,7.302854182340525,Wet,Direct Seeding,Medium,Borehole,21,0.85,1
Neem,Western,Meru,Red Soil,772.5932872584212,26.056781743501624,598.6290065097376,6.7735999451178195,Dry,Direct Seeding,Low,River,45,0.95,1
Wattle,Rift Valley,Eldoret,Loam,935.0414834153386,18.43820985866285,1086.3699814673832,7.9801552719567255,Wet,Cutting,High,Irrigation,30,0.95,0
Grevillea,North Eastern,Turkana,Volcanic,1221.34721202469,22.3984414831048,1256.982043227203,7.286302608606836,Dry,Cutting,Low,Borehole,114,0.95,1
Wattle,Eastern,Turkana,Volcanic,729.6496054604096,23.774215707915193,1583.0285715203634,7.927979672591949,Wet,Cutting,Medium,Rain-fed,112,0.95,1
Cedar,Nairobi,Kisumu,Rocky,856.055708232639,18.985090514393605,1896.6830132727955,6.346436400224233,Transition,Cutting,Low,River,47,0.95,1
Pine,North Eastern,Garissa,Red Soil,683.1189367860788,32.1709965498473,982.7706684535435,7.206908400441929,Transition,Seedling,Low,Rain-fed,104,0.95,1
Indigenous Mix,Rift Valley,Mombasa,Loam,1495.4440785409797,24.666567779814873,1269.2542062674895,7.565371342854911,Transition,Cutting,High,Borehole,59,0.95,1
Casuarina,Rift Valley,Eldoret,Red Soil,31.157603881819682,22.50560179544332,1182.6059512587499,5.731526891525098,Wet,Cutting,Medium,Rain-fed,40,0.95,1
Casuarina,Northern,Kiambu,Loam,460.967699170252,19.752734147391593,2339.8932879144722,5.850109542328861,Wet,Direct Seeding,High,Rain-fed,27,0.95,1
Pine,Northern,Machakos,Loam,1039.8655498677533,19.9777638313237,2883.6361173053137,6.766107282973163,Wet,Direct Seeding,Low,Borehole,110,0.95,1
Neem,Eastern,Kitui,Volcanic,406.11005177418707,22.946826919412064,2026.1979149142583,5.994710680127694,Dry,Seedling,High,Borehole,113,0.95,1
Casuarina,Nyanza,Kisumu,Red Soil,1180.9012311085073,14.270166420432671,1110.988886500766,6.873314445755791,Dry,Seedling,Medium,Rain-fed,37,0.95,1
Acacia,Rift Valley,Kakamega,Rocky,1022.0358466536084,15.689613453165482,1994.0873022260903,6.168514191583781,Dry,Direct Seeding,Medium,Irrigation,43,0.95,1
Eucalyptus,Western,Machakos,Loam,655.6106275500613,29.272161981549555,1274.5904092353412,7.102491883416803,Wet,Cutting,Low,Irrigation,55,0.95,1
Pine,Nairobi,Nairobi,Black Cotton,614.3496511444945,27.407112302506654,2670.624517867107,5.894504681367607,Dry,Seedling,High,Borehole,6,0.95,1
Eucalyptus,North Eastern,Kisumu,Red Soil,1216.5375478106396,21.713361151060678,2823.619708822679,6.78833043237076,Dry,Direct Seeding,High,River,64,0.95,1
Eucalyptus,Eastern,Kiambu,Rocky,1125.9300014218777,23.950374355610663,1764.360338568914,6.053745259078651,Dry,Seedling,Low,Irrigation,68,0.95,1
Jacaranda,North Eastern,Machakos,Black Cotton,936.6693835086465,24.68762392473878,2550.245639484145,5.643690711178113,Transition,Direct Seeding,Medium,Irrigation,72,0.95,1
Acacia,Rift Valley,Turkana,Loam,847.6208998819511,16.84119689164018,2018.3786885696452,6.655358808369642,Dry,Cutting,Medium,River,3,0.95,1
Neem,North Eastern,Kakamega,Sandy,143.95172388757464,28.025315016490136,996.2384085728108,6.359942126970342,Wet,Cutting,High,River,80,0.95,1
Wattle,Coast,Nairobi,Black Cotton,538.9410701063366,26.333027655705536,535.9349232217279,7.359081913965925,Wet,Cutting,Medium,Irrigation,101,0.95,1
Eucalyptus,Western,Machakos,Volcanic,718.1721364965707,23.06968286063357,1228.7556314419603,7.942898008486791,Transition,Cutting,Medium,Borehole,83,0.95,1
Indigenous Mix,Western,Kitui,Black Cotton,899.3598891978397,23.459020415199323,1977.0316852763349,5.793927558544178,Wet,Cutting,Medium,Rain-fed,56,0.95,1
Jacaranda,Nyanza,Nakuru,Black Cotton,1189.6316220046995,22.518273723689,1030.4382255616247,7.921537370390906,Transition,Direct Seeding,High,River,97,0.95,1
Eucalyptus,North Eastern,Nyeri,Rocky,703.1455365640315,21.148527511959934,1846.198145758639,6.281493819211148,Dry,Cutting,High,Borehole,112,0.95,1
Neem,North Eastern,Nakuru,Sandy,517.5867008025983,21.673667799676352,2183.432885146883,7.313457296632829,Transition,Direct Seeding,Medium,River,89,0.95,1
Pine,Rift Valley,Kitui,Red Soil,1139.3595853927468,16.38669901789742,2021.1015728282032,7.311771808485101,Transition,Cutting,Medium,Rain-fed,99,0.95,1
Neem,Eastern,Nyeri,Black Cotton,716.0463051188492,30.443739187940775,2955.317775202303,5.638510727623615,Wet,Cutting,Low,Borehole,104,0.95,1
Eucalyptus,Central,Eldoret,Clay,196.25583948683948,11.860599004796892,1739.2557771977295,6.5392705456596865,Wet,Seedling,High,River,41,0.95,1
Casuarina,Nyanza,Machakos,Volcanic,1339.4578055802783,13.089590150630588,1494.3216730834024,6.372198662719315,Wet,Cutting,Medium,River,15,0.95,1
Wattle,Western,Kisumu,Sandy,1595.002572822863,12.608033326053024,954.8841775202775,6.780728153570116,Wet,Direct Seeding,Medium,Borehole,1,0.9400000000000001,1
Grevillea,Western,Nairobi,Volcanic,806.0986316447652,23.161819397543635,2252.078900453478,6.3805575971715385,Dry,Direct Seeding,High,Irrigation,108,0.95,1
Neem,Nyanza,Kiambu,Sandy,762.0992585503558,10.730577366203722,787.2383409473514,5.627738394132357,Transition,Direct Seeding,Low,River,69,0.95,1
Indigenous Mix,Eastern,Kitui,Black Cotton,906.1393608221892,25.09380652652132,2546.2583933677133,5.507899099237938,Dry,Direct Seeding,Medium,Rain-fed,105,0.95,1
Wattle,Nairobi,Kakamega,Red Soil,454.47395482068924,22.07713222663495,721.7810310456589,6.600286655032601,Transition,Direct Seeding,Medium,River,61,0.95,1
Neem,Northern,Meru,Rocky,571.8614494600253,21.557750478123875,2592.0898982319495,7.881366902706671,Transition,Cutting,Low,River,90,0.91,1
Neem,Coast,Kitui,Rocky,1206.564260591832,18.21690139266765,2671.64589191139,6.74663462198274,Dry,Direct Seeding,Low,Rain-fed,82,0.76,1
Jacaranda,Northern,Kitui,Loam,494.8759456359183,30.37559361064228,2011.4104169316179,5.709145292582133,Dry,Cutting,Medium,Irrigation,74,0.95,1
Indigenous Mix,Coast,Kitui,Red Soil,1157.4614500327475,21.4119571479124,589.4044017044448,6.263563888552135,Dry,Direct Seeding,Medium,Borehole,16,0.95,1
Cedar,North Eastern,Nyeri,Rocky,659.1477375654706,27.491165535300972,2941.4218732213144,7.037053758557735,Dry,Seedling,High,Borehole,16,0.95,1
Cedar,Northern,Marsabit,Sandy,1225.698648464534,23.916599655950066,1322.3674572615787,7.591937909121114,Wet,Cutting,Medium,Rain-fed,41,0.95,1
Jacaranda,Central,Garissa,Red Soil,673.9150301697211,11.47905928384598,2628.635110001271,7.921768826512638,Dry,Cutting,Medium,Rain-fed,73,0.95,1
Grevillea,North Eastern,Machakos,Volcanic,1151.5714665908881,16.255269742730334,2423.5241588465724,7.629138482674018,Wet,Direct Seeding,Medium,Borehole,76,0.95,1
Cypress,Nyanza,Machakos,Loam,1089.4047933718657,25.78569516540708,1173.6707256319783,5.719580366113357,Dry,Cutting,High,Rain-fed,9,0.95,1
Cedar,North Eastern,Nairobi,Black Cotton,209.31860614378252,17.71648387528202,2967.2120870146655,6.3646987477353445,Dry,Cutting,Low,River,91,0.71,1
Cedar,Coast,Kiambu,Volcanic,987.6059391773555,18.451621142374993,837.4133526211534,7.221169137733822,Transition,Seedling,Low,River,50,0.95,1
Indigenous Mix,Eastern,Turkana,Red Soil,1059.7507094928355,29.0314137892508,2528.1643982902656,5.8195773114959275,Transition,Cutting,Low,Borehole,119,0.95,1
Cedar,Central,Eldoret,Rocky,784.3040036473639,23.435223240439424,610.5064755986573,7.650744143622502,Wet,Cutting,Low,Borehole,80,0.95,1
Bamboo,Nairobi,Nyeri,Sandy,1140.8158254205505,24.18663739773303,1260.912702194337,7.695025382037864,Dry,Seedling,Low,River,16,0.95,1
Eucalyptus,Eastern,Kakamega,Red Soil,561.3104155620871,26.3451768606027,1380.9402357920317,7.417814787648246,Dry,Seedling,High,Rain-fed,72,0.95,1
Eucalyptus,Coast,Nyeri,Red Soil,1028.7165532002703,17.253794835167913,1111.1281317545727,7.85635450947591,Dry,Cutting,Low,Rain-fed,7,0.95,1
Casuarina,Eastern,Kiambu,Loam,1137.3263373489362,22.83715063088426,757.2523838955115,7.440332661069788,Wet,Direct Seeding,Medium,Borehole,15,0.95,1
Wattle,Coast,Kisumu,Sandy,547.893505993926,19.213213157028804,995.5885263986052,5.9824257712547695,Dry,Seedling,High,Borehole,74,0.95,1
Wattle,North Eastern,Meru,Sandy,574.0189826766705,30.768783345040937,2675.4942766164236,5.678430099451451,Dry,Direct Seeding,Medium,Rain-fed,27,0.64,1
Cypress,Nyanza,Machakos,Black Cotton,713.8810001078,22.728545214829555,2916.2635946535293,7.051880464708743,Transition,Cutting,Low,River,100,0.95,1
Cedar,Coast,Kakamega,Black Cotton,1179.438511890344,23.07250961888972,2822.372204549346,7.246388078813444,Wet,Direct Seeding,High,River,69,0.95,1
Casuarina,Nyanza,Kakamega,Volcanic,1258.1349514941844,9.47406560702795,1190.7767417330083,7.907127232935698,Transition,Cutting,Low,Rain-fed,61,0.95,1
Pine,Coast,Nairobi,Rocky,1266.3700858650568,27.447087463329044,1424.8877592223316,6.076895251421271,Transition,Seedling,High,River,42,0.95,1
Casuarina,Eastern,Turkana,Sandy,512.1324568313182,21.31184064296307,2666.7716657532783,7.457510537886418,Transition,Seedling,Medium,River,20,0.95,0
Wattle,Nairobi,Kisumu,Sandy,714.5546610196552,22.44219450650598,941.9902359675643,6.204521503813987,Dry,Seedling,Low,Borehole,68,0.95,1
Jacaranda,Northern,Kakamega,Loam,924.5846907838558,23.858247100684483,762.5853607639647,7.75500790333189,Wet,Direct Seeding,Medium,Borehole,6,0.95,1
Cedar,Central,Marsabit,Rocky,292.26347485624063,22.844513378156847,2981.923595068511,7.300675937086153,Dry,Seedling,Medium,Irrigation,34,0.83,1
Cypress,Western,Eldoret,Volcanic,764.9855418104977,18.56378921979654,2615.695636281464,5.751760293668036,Wet,Direct Seeding,Medium,Rain-fed,10,0.95,1
Acacia,Nairobi,Nakuru,Loam,985.2264710634124,26.072480796433364,1671.4911487169397,6.901504027103261,Transition,Direct Seeding,Low,Irrigation,7,0.95,1
Jacaranda,Eastern,Meru,Loam,1317.43312033915,33.30906152011651,801.5334360981392,5.520847750010019,Transition,Cutting,High,Borehole,55,0.95,1
Bamboo,Northern,Garissa,Rocky,937.5487327858923,22.10157577539008,2616.3148694800566,7.3439275416513885,Transition,Direct Seeding,Low,River,74,0.95,1
Cedar,North Eastern,Nakuru,Red Soil,719.9240482744531,16.14535962298691,1114.1616632032742,7.71144619215306,Transition,Direct Seeding,Low,Rain-fed,26,0.95,1
Cypress,Eastern,Nyeri,Red Soil,478.5354606394245,19.691586053947663,1373.10554036948,7.173885975327332,Wet,Direct Seeding,Low,Rain-fed,92,0.95,1
Pine,Central,Kiambu,Sandy,601.6324910301923,23.532182832424603,724.9044769763669,6.4198327414112555,Transition,Seedling,Medium,Rain-fed,102,0.95,1
Jacaranda,Nyanza,Machakos,Loam,651.4802046482906,21.489418605972514,986.2409470434484,6.717381623023114,Wet,Direct Seeding,Medium,Rain-fed,72,0.95,1
Acacia,North Eastern,Turkana,Rocky,871.7916925127977,26.05822699303003,1743.9447714230962,5.606708119710422,Dry,Direct Seeding,Medium,River,58,0.95,1
Eucalyptus,Central,Machakos,Rocky,1270.852791348271,26.384000411561072,740.0541615854029,7.520852442680365,Wet,Seedling,Low,Irrigation,74,0.95,1
Jacaranda,Northern,Garissa,Rocky,391.2410052768711,28.94491332591223,2832.5702116548646,6.650624021145877,Wet,Cutting,Low,Rain-fed,3,0.12000000000000002,0
Casuarina,Western,Garissa,Black Cotton,1040.3052618363852,21.974401323108395,1183.1667163609372,6.1657635917336275,Transition,Direct Seeding,Low,Rain-fed,70,0.95,1
Eucalyptus,Central,Kiambu,Red Soil,302.7852681566619,17.762697065214127,1044.34387254786,6.345373822355731,Wet,Cutting,Medium,Rain-fed,62,0.8999999999999999,1
Casuarina,Eastern,Mombasa,Loam,935.8825491701443,18.362136618114445,1213.2026037111273,5.734092345363608,Dry,Direct Seeding,Medium,Borehole,2,0.95,1
Wattle,Coast,Machakos,Sandy,575.2579870298177,19.88619850073325,2559.633837280359,7.0118498387843395,Dry,Cutting,High,Rain-fed,6,0.95,1
Bamboo,Eastern,Garissa,Red Soil,277.7301896013521,27.927508180842885,1616.699951581887,7.662068419024221,Dry,Cutting,Medium,Borehole,9,0.95,1
Casuarina,Western,Kiambu,Clay,706.5507206700239,31.48906368318685,1117.0048594576115,6.523242887566831,Wet,Direct Seeding,High,River,64,0.95,1
Pine,Rift Valley,Garissa,Volcanic,1014.0686641772529,17.89801354215618,1661.9288704732214,5.537532601756665,Dry,Cutting,Low,Rain-fed,29,0.95,1
Neem,Nyanza,Kiambu,Rocky,542.7646287065393,30.874889441077826,1921.2746445305359,7.256576458024153,Wet,Seedling,Low,Irrigation,41,0.8600000000000001,1
Pine,Eastern,Garissa,Clay,907.7394794308657,26.106096675079208,577.9771249554694,5.9000756898569495,Dry,Cutting,High,River,86,0.95,1
Indigenous Mix,North Eastern,Garissa,Sandy,561.5736978676241,30.926764480176864,577.9424953238824,7.566349486158433,Transition,Direct Seeding,Medium,Irrigation,76,0.9499999999999998,1
Acacia,Central,Kitui,Black Cotton,832.1416502914568,15.975285827056641,2439.8992891187927,6.688976967787489,Dry,Seedling,Low,Irrigation,118,0.95,0
Jacaranda,Western,Machakos,Red Soil,691.6519431517769,14.640453958503215,889.8577688031608,6.156595429727692,Transition,Direct Seeding,Low,Rain-fed,115,0.95,1
Neem,Coast,Nairobi,Loam,146.86710336322642,26.56534095702625,2062.529698779418,6.708766675836072,Transition,Seedling,High,Borehole,66,0.95,1
Cedar,Western,Nakuru,Rocky,693.8050810680376,32.08649537651645,1923.9673645514304,6.032909043162951,Dry,Direct Seeding,Medium,Borehole,67,0.83,1
Wattle,Central,Garissa,Loam,551.223935534398,26.08485250206794,2044.7374196630897,7.447268282524491,Transition,Cutting,High,Rain-fed,8,0.95,1
Wattle,Western,Kiambu,Rocky,881.0325361512305,21.3564620767526,985.335599829802,6.392369944724465,Wet,Cutting,Medium,Irrigation,25,0.95,1
Acacia,Eastern,Garissa,Volcanic,864.8668360761686,20.576448095447443,1255.309859115029,7.783074970889494,Dry,Direct Seeding,Medium,River,46,0.95,1
Pine,Nyanza,Turkana,Red Soil,932.8056236702723,19.64779238721837,1910.4368004956689,7.347904545108156,Dry,Direct Seeding,Low,River,118,0.95,1
Acacia,North Eastern,Kitui,Red Soil,746.7146791673733,17.318094969409604,2846.7991662835134,7.86284121421876,Transition,Direct Seeding,Low,Irrigation,31,0.95,1
Indigenous Mix,North Eastern,Kakamega,Red Soil,528.6882880389697,21.088588014050554,1358.3104507434814,6.545579073461619,Wet,Direct Seeding,Low,River,71,0.95,1
Jacaranda,Central,Machakos,Clay,1339.2645830407323,17.582187847689966,1601.7606856952107,7.9053274413142365,Wet,Direct Seeding,High,River,117,0.95,1
Eucalyptus,Eastern,Machakos,Sandy,902.8831630282655,18.264381391151804,2431.50873624119,6.108713088822903,Wet,Cutting,Medium,Irrigation,94,0.95,1
Bamboo,Central,Mombasa,Volcanic,767.6000956517373,26.382532615634823,1618.0451564729797,6.524997778366551,Transition,Cutting,Medium,River,48,0.95,1
Pine,Rift Valley,Garissa,Rocky,489.0932070358714,23.39719545356835,2188.5677661130585,6.003727901642129,Wet,Cutting,Low,Irrigation,39,0.95,1
Jacaranda,North Eastern,Nakuru,Red Soil,618.5587999001776,26.779517711353535,2845.533786202456,6.450610357480746,Dry,Cutting,High,Borehole,119,0.95,1
Neem,North Eastern,Kisumu,Red Soil,681.0929843839634,24.48286058086943,696.0320126278309,7.216701561048817,Transition,Direct Seeding,Medium,Irrigation,92,0.95,1
Wattle,Eastern,Eldoret,Black Cotton,579.6347838405165,18.46295749009459,1319.1785731958312,5.636041045192799,Transition,Cutting,Low,River,69,0.95,1
Indigenous Mix,Coast,Kisumu,Rocky,1431.0958917845228,12.164356250491194,1584.5147212730806,7.515339827653591,Wet,Seedling,Medium,Irrigation,14,0.95,1
Neem,Central,Nyeri,Black Cotton,1286.8023529528145,21.239930394900764,2070.218397762611,6.566862353243874,Dry,Direct Seeding,Medium,River,5,0.95,1
Jacaranda,North Eastern,Turkana,Sandy,1111.3928596439632,31.0369815415033,1416.3897775996747,5.60271844517903,Transition,Cutting,Medium,River,32,0.8700000000000001,1
Acacia,Western,Machakos,Black Cotton,1012.8811391834339,21.360737848025313,1251.7927304253553,6.43944072562729,Dry,Direct Seeding,High,Rain-fed,104,0.95,1
Pine,Coast,Marsabit,Clay,415.85314590408444,16.857774732821674,2497.636484422051,5.890616707220317,Wet,Seedling,High,River,96,0.95,1
Jacaranda,Eastern,Garissa,Clay,728.3981009208921,26.52889942326986,2247.0880288993276,6.766801421928771,Dry,Seedling,Low,River,60,0.95,1
Cypress,North Eastern,Kisumu,Red Soil,623.8760590902607,22.633601161711127,2347.065560594528,6.042909280714189,Dry,Direct Seeding,High,Irrigation,36,0.95,1
Acacia,Rift Valley,Turkana,Red Soil,677.9282552494514,18.495131009509095,708.8432022596448,7.039517469923687,Transition,Seedling,High,River,26,0.95,1
Jacaranda,Nyanza,Nairobi,Volcanic,631.7544532020681,23.04936641959125,1757.975209089748,5.612666954434284,Transition,Seedling,Low,River,1,0.95,1
Indigenous Mix,Nyanza,Mombasa,Rocky,683.7046820412706,14.179705902710456,1699.537267433124,5.669950596431079,Transition,Seedling,Medium,Borehole,65,0.95,1
Grevillea,Northern,Kakamega,Volcanic,647.6341303214392,19.495753089060713,971.200443024305,7.0270922065325,Wet,Direct Seeding,Low,Irrigation,3,0.95,1
Grevillea,Coast,Nyeri,Clay,1012.9568103944018,18.574529580594298,2642.495136664655,7.901122625735091,Transition,Seedling,Low,Irrigation,89,0.95,1
Wattle,Nairobi,Machakos,Sandy,725.7658992490697,25.76400851479185,951.7183333926225,7.958930033399392,Wet,Cutting,Low,River,2,0.95,1
Neem,Eastern,Meru,Red Soil,764.4764232851786,23.19218012262668,1830.2439183325544,7.669157072871688,Dry,Cutting,Medium,Irrigation,7,0.95,1
Bamboo,Nairobi,Nairobi,Rocky,751.644209947788,13.109302190691144,1275.2165047399462,6.77463704583985,Wet,Cutting,Low,Rain-fed,42,0.95,1
Pine,Rift Valley,Garissa,Volcanic,589.9429050450599,19.141876649650314,1954.0178439923243,5.638869374016674,Transition,Seedling,Low,Irrigation,67,0.95,1
Grevillea,Nyanza,Meru,Sandy,871.5755745283006,28.51744930097049,1877.686769760983,5.898533341252136,Dry,Seedling,High,River,85,0.95,1
Indigenous Mix,Central,Nakuru,Loam,897.870537332437,19.65342486677274,2050.6123875265675,7.316832631403678,Dry,Direct Seeding,Medium,River,49,0.95,1
Cedar,Western,Marsabit,Clay,860.1160234597955,28.379004245558523,2569.253247259784,6.032589084975239,Transition,Direct Seeding,Medium,Rain-fed,110,0.95,1
Cedar,Eastern,Mombasa,Red Soil,463.7328272898529,19.104538506888318,1638.595230537317,7.143630286977562,Dry,Cutting,Medium,Irrigation,24,0.95,0
Grevillea,Nyanza,Meru,Red Soil,575.845243480248,21.02294073600954,668.0698785398116,7.245960962328721,Transition,Seedling,High,Irrigation,22,0.95,1
Jacaranda,North Eastern,Machakos,Black Cotton,392.18732165797564,23.449892133922468,1293.6250576451307,6.923432410966758,Transition,Cutting,High,River,56,0.95,1
Acacia,Western,Kakamega,Clay,1022.2510977851783,16.853116411675423,1126.1745330174817,6.030995917030446,Dry,Seedling,High,Borehole,71,0.95,1
Neem,Central,Marsabit,Sandy,731.0151629721615,24.832579279821513,777.8416084962168,7.863056922530322,Wet,Cutting,Medium,Rain-fed,54,0.95,1
Indigenous Mix,Nyanza,Machakos,Sandy,605.0681244388448,22.548358249455042,817.0941415755688,5.598190690528146,Wet,Seedling,High,Borehole,92,0.95,1
Grevillea,Northern,Meru,Clay,495.77893591768674,18.885994437881443,1081.2373000079078,7.975796142561759,Wet,Cutting,High,Borehole,59,0.95,1
